device_id,customer_id,device_type,brand,model,serial_number,purchase_date,warranty_expiry,device_status
DEV00546,CUST04105,Set Top Box,Airtel,R184,SN51647444,2022-07-16,2028-11-11,Under Repair
DEV00547,CUST04405,4G Dongle,Huawei,N185,SN62815609,2022-11-28,2028-01-26,Faulty
DEV00548,CUST00648,4G Dongle,D-Link,A649,SN64384069,2025-12-11,2028-01-29,Faulty
DEV00549,CUST03201,4G Dongle,Nokia,N815,SN73963979,2023-02-22,2028-05-12,Returned
DEV00550,CUST01955,Router,D-Link,X544,SN47983441,2023-11-24,2028-02-18,In Use
DEV00551,CUST03715,4G Dongle,Cisco,N782,SN43843723,2025-03-01,2027-03-13,In Stock
DEV00552,CUST00979,Router,Huawei,X267,SN37139397,2022-12-06,2029-04-02,Returned
DEV00553,CUST02841,4G Dongle,TP-Link,A480,SN44841819,2024-04-22,2028-11-18,In Stock
DEV00554,CUST02202,5G Router,Nokia,X443,SN54118206,2025-11-10,2029-04-28,Returned
DEV00555,CUST02229,4G Dongle,Nokia,N829,SN84279116,2023-10-10,2027-11-09,Under Repair
DEV00556,CUST00632,Set Top Box,Jio,N156,SN12233136,2021-09-16,2027-09-09,Returned
DEV00557,CUST04644,WiFi Modem,Netgear,A361,SN41527659,2022-01-15,2026-10-29,In Use
DEV00558,CUST04702,5G Router,Nokia,A858,SN09226770,2022-03-18,2029-02-24,Under Repair
DEV00559,CUST00022,Router,Cisco,A147,SN86479059,2022-10-28,2028-02-13,Returned
DEV00560,CUST02982,Set Top Box,Huawei,A978,SN42193382,2023-10-11,2027-12-08,In Use
DEV00561,CUST04530,5G Router,Airtel,A429,SN76062720,2022-08-14,2028-07-15,In Stock
DEV00562,CUST03410,5G Router,Netgear,N945,SN09453786,2024-02-06,2028-04-27,In Use
DEV00563,CUST04683,Fiber ONT,Nokia,X283,SN38327245,2024-07-17,2028-12-01,In Stock
DEV00564,CUST04226,Router,Airtel,X998,SN85331491,2025-09-14,2026-09-24,Returned
DEV00565,CUST02313,Fiber ONT,Netgear,X666,SN73687850,2025-01-01,2029-06-14,Returned
DEV00566,CUST00066,Fiber ONT,D-Link,N677,SN51271516,2025-03-30,2027-01-17,Faulty
DEV00567,CUST01988,Set Top Box,Netgear,R891,SN71388493,2024-04-22,2027-09-09,In Stock
DEV00568,CUST04478,WiFi Modem,Huawei,X519,SN42268705,2025-01-30,2028-04-28,In Use
DEV00569,CUST01909,4G Dongle,Netgear,X443,SN46992684,2025-01-16,2028-11-22,In Use
DEV00570,CUST03083,5G Router,TP-Link,X310,SN42494244,2025-07-16,2029-04-10,Under Repair
DEV00571,CUST01952,Set Top Box,Jio,X245,SN12872996,2022-05-19,2029-04-12,Faulty
DEV00572,CUST00763,Router,D-Link,R817,SN04521732,2025-12-08,2028-12-28,Faulty
DEV00573,CUST03756,5G Router,Nokia,X617,SN59049430,2022-02-22,2028-03-08,In Stock
DEV00574,CUST03231,Router,Cisco,R778,SN84041932,2023-06-14,2027-02-17,In Stock
DEV00575,CUST01940,Fiber ONT,TP-Link,N920,SN51930526,2022-09-09,2029-04-08,Returned
DEV00576,CUST02673,Fiber ONT,Jio,N339,SN67986586,2024-10-07,2029-02-28,In Use
DEV00577,CUST01661,WiFi Modem,Nokia,A208,SN50940196,2024-04-02,2027-07-04,In Stock
DEV00578,CUST03683,Set Top Box,Netgear,R223,SN09063959,2024-12-15,2029-03-16,Under Repair
DEV00579,CUST02936,WiFi Modem,Jio,N574,SN39103490,2025-11-03,2027-09-24,Faulty
DEV00580,CUST00983,Router,Huawei,N946,SN99876029,2023-04-05,2028-11-12,Under Repair
DEV00581,CUST00331,WiFi Modem,Netgear,A193,SN96428562,2022-05-10,2029-04-10,In Stock
DEV00582,CUST02915,Set Top Box,Cisco,N366,SN22808699,2024-03-24,2029-03-29,In Stock
DEV00583,CUST00255,Set Top Box,Jio,A196,SN56556782,2022-11-24,2028-05-13,Returned
DEV00584,CUST00835,WiFi Modem,Nokia,X163,SN49130867,2022-09-01,2027-07-05,In Stock
DEV00585,CUST01071,WiFi Modem,Airtel,N802,SN94762985,2025-10-14,2028-05-04,In Use
DEV00586,CUST04771,4G Dongle,TP-Link,X122,SN22604123,2026-03-09,2028-03-13,In Use
DEV00587,CUST01620,5G Router,Jio,A194,SN28409178,2023-11-25,2028-09-10,Faulty
DEV00588,CUST01004,Router,Jio,X272,SN96095620,2024-12-09,2028-07-08,Under Repair
DEV00589,CUST03549,5G Router,Airtel,R130,SN92103630,2023-12-17,2028-09-12,Returned
DEV00590,CUST03496,WiFi Modem,Netgear,A291,SN11960593,2022-06-07,2028-05-23,Faulty
DEV00591,CUST02293,Set Top Box,Huawei,X728,SN95893773,2021-09-08,2029-05-13,Under Repair
DEV00592,CUST02014,5G Router,TP-Link,R521,SN94298347,2021-08-21,2027-06-25,Under Repair
DEV00593,CUST03925,Router,Nokia,N492,SN04108925,2023-01-02,2029-04-15,In Stock
DEV00594,CUST03435,WiFi Modem,D-Link,X491,SN40610538,2023-11-30,2029-03-16,Faulty
DEV00595,CUST03930,4G Dongle,Jio,N679,SN22403175,2021-09-05,2027-11-04,Under Repair
DEV00596,CUST02635,Set Top Box,TP-Link,A126,SN14290220,2023-10-08,2026-10-14,Faulty
DEV00597,CUST04892,WiFi Modem,Cisco,N159,SN83739830,2021-12-14,2028-11-24,Returned
DEV00598,CUST04338,Fiber ONT,D-Link,A202,SN48621490,2026-03-13,2027-07-14,In Stock
DEV00599,CUST01976,Fiber ONT,Cisco,A689,SN92730370,2025-04-17,2028-03-28,Returned
DEV00600,CUST02907,WiFi Modem,Huawei,A706,SN85292757,2024-03-28,2027-06-15,Faulty
DEV00601,CUST02940,4G Dongle,Cisco,N681,SN75975083,2023-02-07,2029-06-24,Under Repair
DEV00602,CUST01165,4G Dongle,D-Link,R655,SN65460330,2025-05-28,2028-06-17,Faulty
DEV00603,CUST01439,Set Top Box,Cisco,X157,SN19797354,2026-06-07,2026-12-06,In Stock
DEV00604,CUST04929,WiFi Modem,Cisco,R100,SN16901668,2026-06-12,2026-07-18,Faulty
DEV00605,CUST01651,WiFi Modem,Netgear,A921,SN55567783,2024-12-01,2029-05-15,Faulty
DEV00606,CUST00488,Router,Huawei,A892,SN76793847,2022-02-19,2027-04-27,In Use
DEV00607,CUST04312,Fiber ONT,Nokia,N821,SN29185046,2021-08-30,2026-09-30,Returned
DEV00608,CUST04801,Router,Netgear,N430,SN25141846,2022-08-19,2026-12-05,In Stock
DEV00609,CUST01291,5G Router,Airtel,R764,SN29732830,2023-08-11,2027-09-16,Faulty
DEV00610,CUST01428,5G Router,Netgear,A781,SN60938720,2022-03-28,2027-08-28,Under Repair
DEV00611,CUST01437,Set Top Box,TP-Link,N230,SN92092078,2022-04-07,2026-12-26,In Stock
DEV00612,CUST00015,5G Router,Airtel,X286,SN18835500,2025-05-16,2028-01-14,Under Repair
DEV00613,CUST02607,4G Dongle,D-Link,X608,SN09115792,2023-10-06,2028-01-25,In Stock
DEV00614,CUST02713,5G Router,Nokia,A455,SN79076384,2024-04-08,2028-03-25,Faulty
DEV00615,CUST01376,5G Router,Nokia,N557,SN78684864,2024-10-15,2028-04-09,In Use
DEV00616,CUST02173,WiFi Modem,D-Link,X458,SN69778811,2025-08-27,2028-02-27,Faulty
DEV00617,CUST00886,5G Router,Cisco,X495,SN98774351,2024-01-03,2028-06-02,Returned
DEV00618,CUST03438,WiFi Modem,Airtel,R487,SN02162670,2023-01-13,2026-10-24,Faulty
DEV00619,CUST04474,Set Top Box,Nokia,R907,SN95733798,2022-05-03,2027-03-18,Under Repair
DEV00620,CUST01848,WiFi Modem,Jio,X918,SN57902300,2022-02-14,2029-01-01,In Use
DEV00621,CUST02416,Router,Netgear,N207,SN59434318,2022-01-05,2029-04-08,In Use
DEV00622,CUST02801,WiFi Modem,Airtel,A849,SN80995498,2022-11-23,2027-09-09,In Use
DEV00623,CUST04482,Router,Netgear,R821,SN69403780,2021-07-31,2026-07-13,In Use
DEV00624,CUST03534,5G Router,Huawei,R260,SN73639124,2023-10-08,2027-03-01,In Use
DEV00625,CUST00830,Fiber ONT,D-Link,A519,SN48971895,2025-01-15,2028-04-14,Under Repair
DEV00626,CUST04425,Fiber ONT,TP-Link,N343,SN39982370,2022-03-24,2028-07-13,In Use
DEV00627,CUST00407,Set Top Box,Jio,A155,SN45161412,2025-08-22,2027-02-26,Faulty
DEV00628,CUST00032,Set Top Box,Nokia,N943,SN46643101,2025-03-24,2028-04-25,Under Repair
DEV00629,CUST03935,WiFi Modem,Nokia,X311,SN73616283,2022-07-09,2027-04-16,In Stock
DEV00630,CUST02391,Router,Jio,X415,SN42348466,2023-11-24,2027-11-13,Returned
DEV00631,CUST03858,Set Top Box,TP-Link,X757,SN00159011,2024-05-22,2027-10-18,Under Repair
DEV00632,CUST03175,WiFi Modem,Netgear,R478,SN13502366,2023-04-25,2027-11-10,In Stock
DEV00633,CUST03652,Router,TP-Link,R576,SN51202402,2026-06-25,2027-09-25,Faulty
DEV00634,CUST01854,Fiber ONT,Cisco,A870,SN37373137,2023-03-30,2026-12-15,In Use
DEV00635,CUST00703,5G Router,Netgear,R874,SN99415577,2022-01-12,2027-10-25,Under Repair
DEV00636,CUST01864,4G Dongle,Cisco,R938,SN49328254,2026-03-05,2028-07-24,Under Repair
DEV00637,CUST03430,4G Dongle,Jio,A587,SN43914305,2022-07-25,2026-11-18,Faulty
DEV00638,CUST00647,Set Top Box,Cisco,A223,SN14530759,2022-01-12,2027-08-19,Returned
DEV00639,CUST01417,WiFi Modem,D-Link,A229,SN51449179,2023-02-20,2027-05-27,In Use
DEV00640,CUST03469,Router,Airtel,A942,SN60347655,2022-03-11,2028-09-25,In Stock
DEV00641,CUST04875,Fiber ONT,Netgear,X189,SN24556550,2024-04-03,2028-01-25,Returned
DEV00642,CUST04558,Set Top Box,Netgear,N632,SN08419084,2026-02-19,2026-11-07,Returned
DEV00643,CUST00102,5G Router,Airtel,X524,SN57025975,2022-07-12,2026-11-06,In Stock
DEV00644,CUST01215,4G Dongle,Nokia,X676,SN30226232,2024-10-19,2028-11-15,In Use
DEV00645,CUST02344,4G Dongle,Netgear,R370,SN38260308,2023-03-30,2029-02-22,Returned
DEV00646,CUST03978,4G Dongle,Jio,X276,SN14188013,2025-02-13,2026-10-23,Faulty
DEV00647,CUST03302,WiFi Modem,Airtel,X505,SN37175338,2021-09-03,2027-12-29,Faulty
DEV00648,CUST01947,Router,Jio,N481,SN26121731,2021-07-07,2028-10-17,In Use
DEV00649,CUST02768,Fiber ONT,TP-Link,N963,SN71964820,2026-05-26,2028-03-18,Returned
DEV00650,CUST00805,WiFi Modem,Huawei,N861,SN46158426,2022-07-14,2027-10-20,Returned
DEV00651,CUST02629,Fiber ONT,Airtel,X292,SN95318981,2022-05-01,2027-01-27,Returned
DEV00652,CUST01732,Set Top Box,Jio,N940,SN21645001,2023-06-02,2027-01-25,In Use
DEV00653,CUST04222,WiFi Modem,Nokia,N826,SN70364543,2022-02-12,2026-07-24,Under Repair
DEV00654,CUST03305,WiFi Modem,Cisco,A297,SN13431179,2024-07-29,2028-09-26,In Stock
DEV00655,CUST00473,WiFi Modem,Cisco,R151,SN08822777,2025-11-19,2028-11-02,Faulty
DEV00656,CUST01632,Fiber ONT,Netgear,R617,SN86549931,2021-12-27,2028-10-30,Returned
DEV00657,CUST01015,5G Router,Cisco,A481,SN90777933,2025-05-22,2029-03-21,Returned
DEV00658,CUST04867,Set Top Box,Huawei,R700,SN54201598,2025-01-01,2027-10-12,Under Repair
DEV00659,CUST02866,Fiber ONT,Huawei,N866,SN60516652,2023-01-11,2028-05-06,In Use
DEV00660,CUST02336,Router,Airtel,X266,SN31123728,2024-06-17,2028-02-17,Under Repair
DEV00661,CUST01756,WiFi Modem,D-Link,A375,SN42927358,2022-06-14,2027-02-14,Returned
DEV00662,CUST04205,Router,Cisco,R235,SN45388940,2025-01-25,2027-12-23,In Stock
DEV00663,CUST04925,Router,D-Link,N722,SN66174593,2023-07-12,2026-12-30,Faulty
DEV00664,CUST02256,Set Top Box,Airtel,N570,SN86936383,2025-10-15,2027-06-27,Faulty
DEV00665,CUST01788,Set Top Box,TP-Link,R698,SN35146050,2026-05-05,2027-02-12,In Use
DEV00666,CUST00061,4G Dongle,Netgear,N405,SN17155708,2022-06-05,2029-04-29,In Use
DEV00667,CUST03947,Router,Netgear,N755,SN94713483,2023-05-20,2029-05-03,Faulty
DEV00668,CUST02269,Fiber ONT,TP-Link,A253,SN80169334,2026-03-01,2028-04-01,Under Repair
DEV00669,CUST01969,Router,Airtel,N797,SN51788781,2022-01-16,2026-07-20,In Stock
DEV00670,CUST00209,5G Router,Jio,N365,SN80370428,2023-01-13,2027-02-06,Returned
DEV00671,CUST03315,Set Top Box,Cisco,A451,SN05712648,2025-03-09,2028-07-09,In Stock
DEV00672,CUST04380,5G Router,Jio,N619,SN64429435,2023-03-28,2026-08-24,Faulty
DEV00673,CUST01393,5G Router,Huawei,N199,SN54748254,2026-04-10,2029-04-16,Returned
DEV00674,CUST01049,5G Router,TP-Link,A796,SN01217777,2024-03-25,2027-09-22,Faulty
DEV00675,CUST00732,WiFi Modem,Netgear,A862,SN51874051,2026-01-14,2026-08-31,Faulty
DEV00676,CUST03445,Fiber ONT,Netgear,N699,SN86631788,2021-10-17,2027-03-06,Faulty
DEV00677,CUST03800,Router,Jio,X987,SN93351790,2023-03-26,2026-12-17,Under Repair
DEV00678,CUST04754,4G Dongle,Nokia,R299,SN15096735,2023-04-05,2027-10-23,Under Repair
DEV00679,CUST00982,5G Router,Airtel,N523,SN65179878,2023-06-13,2027-07-14,In Use
DEV00680,CUST01236,WiFi Modem,D-Link,N519,SN69922022,2022-02-24,2028-04-23,Under Repair
DEV00681,CUST03749,WiFi Modem,Netgear,A897,SN89638358,2022-12-27,2027-07-15,In Use
DEV00682,CUST03995,Fiber ONT,Huawei,N749,SN95690472,2025-07-17,2028-08-03,In Use
DEV00683,CUST00039,Set Top Box,TP-Link,A879,SN79543237,2026-04-29,2027-04-18,In Stock
DEV00684,CUST04721,WiFi Modem,Jio,X232,SN97101358,2024-10-15,2028-04-07,Under Repair
DEV00685,CUST03553,5G Router,Airtel,R539,SN19769550,2023-04-15,2029-03-05,Returned
DEV00686,CUST03141,Router,Cisco,A848,SN59343616,2024-10-03,2027-02-16,Faulty
DEV00687,CUST00116,Fiber ONT,D-Link,X792,SN42020877,2025-12-19,2028-07-28,In Use
DEV00688,CUST02039,WiFi Modem,Netgear,N232,SN86032252,2025-12-25,2027-10-20,In Use
DEV00689,CUST03143,4G Dongle,TP-Link,A166,SN88328596,2023-03-18,2026-08-05,In Use
DEV00690,CUST02443,Fiber ONT,Jio,N544,SN79813819,2024-07-19,2027-05-22,In Stock
DEV00691,CUST02808,Set Top Box,Netgear,A268,SN00884071,2025-07-12,2029-01-19,Returned
DEV00692,CUST00157,WiFi Modem,D-Link,A316,SN03362885,2023-06-21,2028-01-17,In Use
DEV00693,CUST04831,4G Dongle,Huawei,X475,SN96688375,2024-02-04,2029-06-16,In Use
DEV00694,CUST03074,5G Router,TP-Link,X708,SN56897579,2022-04-27,2028-08-07,In Use
DEV00695,CUST00886,5G Router,Cisco,X806,SN60735881,2023-10-26,2026-12-25,In Use
DEV00696,CUST03415,Set Top Box,Airtel,X660,SN65919371,2024-03-20,2026-07-13,Faulty
DEV00697,CUST03887,5G Router,Huawei,A811,SN12970649,2023-05-08,2028-10-15,In Use
DEV00698,CUST02467,Set Top Box,Nokia,N737,SN09465605,2023-01-31,2028-02-12,Under Repair
DEV00699,CUST01124,Set Top Box,Nokia,X389,SN81813911,2024-12-10,2029-04-13,In Use
DEV00700,CUST00871,Set Top Box,D-Link,A896,SN03459476,2025-03-07,2028-03-26,Faulty
DEV00701,CUST04286,WiFi Modem,Netgear,R402,SN14325433,2022-09-17,2029-06-19,In Stock
DEV00702,CUST00323,4G Dongle,Jio,A804,SN20320399,2024-02-27,2029-06-17,Returned
DEV00703,CUST02709,WiFi Modem,Cisco,X787,SN65278733,2025-08-03,2029-04-20,In Use
DEV00704,CUST00905,4G Dongle,Jio,A192,SN11246555,2022-10-02,2028-09-30,Under Repair
DEV00705,CUST00615,5G Router,Nokia,N759,SN26527509,2022-02-17,2026-12-18,In Stock
DEV00706,CUST03742,Fiber ONT,TP-Link,R151,SN42220272,2022-11-28,2028-01-05,In Use
DEV00707,CUST01432,Router,TP-Link,N920,SN88794584,2026-04-26,2028-12-05,Faulty
DEV00708,CUST03490,5G Router,Nokia,X971,SN21140026,2021-07-22,2028-07-31,In Use
DEV00709,CUST00080,WiFi Modem,Huawei,N466,SN98773536,2024-03-27,2028-06-14,Returned
DEV00710,CUST02198,5G Router,Nokia,N934,SN12669941,2022-02-24,2026-08-19,Faulty
DEV00711,CUST01499,Router,Airtel,R567,SN47560794,2024-02-17,2028-07-27,Faulty
DEV00712,CUST03160,5G Router,Jio,R764,SN17574691,2022-08-10,2029-02-07,In Stock
DEV00713,CUST00927,WiFi Modem,Cisco,A206,SN63385808,2023-10-30,2027-09-12,Returned
DEV00714,CUST04840,Set Top Box,Jio,A725,SN95674499,2023-06-19,2027-06-22,Returned
DEV00715,CUST02938,4G Dongle,Cisco,A594,SN88241758,2022-02-23,2026-07-17,Returned
DEV00716,CUST00926,Set Top Box,Jio,X164,SN15518393,2025-06-05,2028-12-01,Faulty
DEV00717,CUST02575,Router,D-Link,N631,SN68445740,2025-03-08,2029-02-05,Under Repair
DEV00718,CUST00781,Set Top Box,D-Link,R454,SN17684687,2022-03-28,2028-06-09,Returned
DEV00719,CUST01218,4G Dongle,Cisco,X758,SN83603682,2021-10-10,2027-11-14,In Stock
DEV00720,CUST04142,Set Top Box,Jio,A176,SN11632255,2025-12-31,2026-09-09,Returned
DEV00721,CUST02627,WiFi Modem,Netgear,N151,SN06470683,2024-09-10,2027-07-04,Under Repair
DEV00722,CUST01825,4G Dongle,Airtel,R936,SN44701596,2025-01-11,2028-08-16,In Stock
DEV00723,CUST00646,Set Top Box,Jio,R190,SN75864588,2025-07-13,2027-04-28,Returned
DEV00724,CUST03663,Fiber ONT,Nokia,R863,SN49959897,2022-11-30,2029-02-15,In Use
DEV00725,CUST00841,Set Top Box,Airtel,X670,SN07726243,2021-12-22,2027-10-17,Under Repair
DEV00726,CUST00002,Router,TP-Link,A770,SN03880358,2022-07-06,2027-01-05,Returned
DEV00727,CUST02793,Fiber ONT,Cisco,A964,SN88476959,2024-11-13,2026-09-15,Returned
DEV00728,CUST02720,4G Dongle,Jio,N833,SN50118056,2024-05-12,2028-08-22,Returned
DEV00729,CUST00935,Router,D-Link,X449,SN37330211,2024-08-14,2028-08-18,Faulty
DEV00730,CUST02392,4G Dongle,Netgear,X146,SN04047148,2022-02-26,2028-03-17,In Stock
DEV00731,CUST04034,WiFi Modem,Airtel,X360,SN88019818,2025-04-28,2027-01-12,Under Repair
DEV00732,CUST01605,WiFi Modem,Nokia,R320,SN67269498,2025-11-10,2028-09-19,Returned
DEV00733,CUST01562,5G Router,Netgear,X875,SN62785725,2021-08-03,2029-01-26,Returned
DEV00734,CUST00381,5G Router,Nokia,R568,SN52630180,2024-03-08,2027-12-17,Under Repair
DEV00735,CUST04131,WiFi Modem,Jio,X643,SN74321586,2022-06-24,2027-01-30,In Use
DEV00736,CUST04533,Set Top Box,Jio,A808,SN10455027,2026-06-16,2027-05-19,Under Repair
DEV00737,CUST01423,5G Router,Huawei,X496,SN95431173,2024-04-17,2026-09-25,Under Repair
DEV00738,CUST04966,Fiber ONT,Airtel,R723,SN72947818,2024-07-24,2027-05-17,In Stock
DEV00739,CUST02242,Set Top Box,Netgear,N563,SN45653885,2024-12-08,2027-08-15,In Stock
DEV00740,CUST01132,Set Top Box,TP-Link,N828,SN73843557,2024-05-08,2027-03-26,Under Repair
DEV00741,CUST01781,WiFi Modem,D-Link,N803,SN10933136,2022-03-02,2028-01-22,Faulty
DEV00742,CUST01087,5G Router,Huawei,N827,SN72667547,2026-04-21,2027-05-11,In Use
DEV00743,CUST02886,4G Dongle,Jio,R790,SN44551488,2023-06-26,2028-09-12,Under Repair
DEV00744,CUST02343,Set Top Box,Cisco,X125,SN46419708,2021-09-28,2026-07-22,Returned
DEV00745,CUST01191,Router,Cisco,A373,SN57641745,2024-07-10,2029-02-02,In Stock
DEV00746,CUST02348,5G Router,TP-Link,A959,SN96386216,2023-02-27,2028-02-26,In Use
DEV00747,CUST02418,WiFi Modem,Cisco,N933,SN86784633,2024-05-30,2026-08-28,Returned
DEV00748,CUST00840,4G Dongle,D-Link,R343,SN26212377,2022-07-29,2028-05-30,Under Repair
DEV00749,CUST02357,5G Router,Cisco,R496,SN83223010,2024-04-08,2028-01-01,Returned
DEV00750,CUST02562,4G Dongle,Cisco,X861,SN76784961,2023-06-19,2028-10-04,Faulty
DEV00751,CUST01664,4G Dongle,Jio,A748,SN35992108,2024-11-30,2028-12-21,Faulty
DEV00752,CUST04821,4G Dongle,D-Link,A401,SN45100854,2024-05-29,2027-11-23,Returned
DEV00753,CUST01454,5G Router,Nokia,A277,SN47762609,2023-05-16,2027-11-06,Under Repair
DEV00754,CUST00978,Set Top Box,Cisco,R385,SN81580809,2022-09-08,2028-09-23,Under Repair
DEV00755,CUST02165,WiFi Modem,Huawei,N105,SN07073789,2022-01-24,2027-12-26,Faulty
DEV00756,CUST03821,5G Router,Huawei,X257,SN47614985,2025-12-31,2027-10-15,Faulty
DEV00757,CUST04890,Router,TP-Link,R908,SN77107010,2021-07-22,2026-10-12,Under Repair
DEV00758,CUST04507,Fiber ONT,Nokia,N638,SN00805985,2021-12-27,2027-03-04,In Stock
DEV00759,CUST01507,4G Dongle,Nokia,A525,SN74368826,2023-09-29,2029-01-07,Under Repair
DEV00760,CUST04400,Set Top Box,Nokia,N326,SN47004030,2024-05-12,2028-02-05,In Stock
DEV00761,CUST02719,Fiber ONT,Netgear,N323,SN94145758,2025-06-08,2027-02-12,Under Repair
DEV00762,CUST04346,Set Top Box,Cisco,X784,SN49108342,2024-12-07,2026-07-23,Faulty
DEV00763,CUST03651,WiFi Modem,D-Link,X798,SN56638487,2024-04-16,2027-03-07,Faulty
DEV00764,CUST03125,Router,Airtel,N653,SN95806534,2025-01-06,2027-01-07,Faulty
DEV00765,CUST00203,4G Dongle,Netgear,R598,SN19314354,2021-09-12,2027-07-21,In Use
DEV00766,CUST02429,5G Router,D-Link,N626,SN96779807,2021-10-28,2027-10-05,In Use
DEV00767,CUST00787,WiFi Modem,Cisco,X315,SN18816471,2024-06-17,2027-04-04,In Stock
DEV00768,CUST03476,Router,D-Link,R762,SN77682557,2025-11-02,2028-07-13,In Use
DEV00769,CUST01260,Router,Jio,N138,SN71833895,2021-12-02,2029-02-02,In Use
DEV00770,CUST00601,Router,Huawei,N671,SN53001171,2024-06-29,2027-08-25,In Use
DEV00771,CUST04711,WiFi Modem,TP-Link,R497,SN42579737,2023-09-03,2028-09-21,Returned
DEV00772,CUST03314,Set Top Box,Netgear,X498,SN44830992,2025-02-11,2026-12-08,In Use
DEV00773,CUST04382,Router,Nokia,X817,SN56408092,2025-06-04,2028-06-20,In Use
DEV00774,CUST02931,4G Dongle,Nokia,N905,SN51337577,2025-03-29,2029-03-20,Faulty
DEV00775,CUST04969,Router,TP-Link,R490,SN07620824,2023-11-18,2029-01-24,Returned
DEV00776,CUST00253,Set Top Box,Huawei,A239,SN22401442,2023-01-28,2028-04-17,Returned
DEV00777,CUST04471,Fiber ONT,Huawei,N793,SN24027893,2022-12-16,2027-10-01,Faulty
DEV00778,CUST00092,4G Dongle,Huawei,X142,SN81016161,2024-05-23,2029-01-09,In Use
DEV00779,CUST04692,4G Dongle,Airtel,X412,SN49309318,2022-06-25,2028-03-19,In Stock
DEV00780,CUST02817,WiFi Modem,Airtel,A264,SN35249406,2024-09-10,2026-10-20,In Stock
DEV00781,CUST01809,4G Dongle,TP-Link,A217,SN33868371,2024-08-03,2027-10-21,In Stock
DEV00782,CUST04648,Router,Jio,X397,SN17605545,2024-01-22,2026-09-03,In Use
DEV00783,CUST02054,Router,D-Link,R438,SN48158879,2022-11-19,2028-03-20,Faulty
DEV00784,CUST01051,5G Router,D-Link,X391,SN52864747,2023-04-12,2028-03-01,Under Repair
DEV00785,CUST00572,WiFi Modem,Netgear,R561,SN89506084,2023-09-21,2028-10-16,Faulty
DEV00786,CUST02505,5G Router,Huawei,N927,SN65092869,2022-02-01,2028-09-12,Faulty
DEV00787,CUST03509,WiFi Modem,Cisco,N352,SN15629693,2025-11-04,2026-10-13,In Stock
DEV00788,CUST03573,Fiber ONT,Netgear,A795,SN74703975,2022-04-16,2026-12-17,Faulty
DEV00789,CUST03932,Set Top Box,Jio,N893,SN22799461,2024-12-14,2028-09-10,Faulty
DEV00790,CUST03990,4G Dongle,Nokia,A761,SN40326053,2026-04-11,2029-06-04,Under Repair
DEV00791,CUST00672,Fiber ONT,Huawei,A369,SN66842496,2025-07-12,2027-09-23,In Use
DEV00792,CUST00618,Router,Cisco,R887,SN95336446,2024-02-09,2029-01-24,Under Repair
DEV00793,CUST01743,Router,TP-Link,R769,SN97093099,2022-10-20,2026-12-24,In Stock
DEV00794,CUST02997,Set Top Box,D-Link,N237,SN84649321,2023-05-01,2029-05-20,Returned
DEV00795,CUST04106,4G Dongle,Nokia,R472,SN02968952,2025-05-18,2029-02-13,Under Repair
DEV00796,CUST00087,5G Router,D-Link,A875,SN01439737,2022-01-08,2028-04-10,Under Repair
DEV00797,CUST01150,Set Top Box,Huawei,A679,SN68834171,2026-05-08,2029-03-23,Under Repair
DEV00798,CUST01198,5G Router,Jio,N141,SN60678581,2026-02-12,2029-06-01,In Stock
DEV00799,CUST03995,WiFi Modem,Nokia,N478,SN08786439,2022-06-12,2029-02-12,In Stock
DEV00800,CUST00351,5G Router,D-Link,N497,SN59562574,2025-03-03,2028-05-09,Returned
DEV00801,CUST03725,Router,Cisco,N205,SN52505251,2026-06-11,2029-02-13,Under Repair
DEV00802,CUST02241,5G Router,TP-Link,A485,SN68343701,2023-12-23,2029-06-18,Returned
DEV00803,CUST02993,4G Dongle,Nokia,N485,SN81757606,2025-10-04,2027-04-28,In Stock
DEV00804,CUST04231,Set Top Box,Netgear,N598,SN59478312,2025-07-03,2026-07-08,Returned
DEV00805,CUST04950,Router,Huawei,R269,SN38263719,2022-12-27,2027-11-18,In Stock
DEV00806,CUST00632,4G Dongle,TP-Link,A253,SN40036828,2021-09-03,2029-04-02,In Stock
DEV00807,CUST01290,Fiber ONT,Nokia,A524,SN64670218,2024-07-28,2028-07-16,Faulty
DEV00808,CUST00929,Set Top Box,Jio,R315,SN23830321,2021-10-28,2026-07-01,Under Repair
DEV00809,CUST01321,5G Router,Airtel,X349,SN12264372,2025-06-26,2027-07-21,In Use
DEV00810,CUST01048,4G Dongle,Huawei,A744,SN80981871,2026-01-22,2026-11-12,Under Repair
DEV00811,CUST00322,4G Dongle,Huawei,X270,SN30651566,2023-07-01,2028-05-26,Faulty
DEV00812,CUST01475,4G Dongle,Airtel,X999,SN17591572,2025-03-29,2028-11-04,Faulty
DEV00813,CUST00703,WiFi Modem,Jio,R988,SN89641057,2026-02-14,2027-12-23,Returned
DEV00814,CUST01398,WiFi Modem,Airtel,A913,SN02720995,2024-04-15,2026-08-20,Under Repair
DEV00815,CUST01490,4G Dongle,TP-Link,A841,SN46597298,2026-02-09,2028-06-06,Faulty
DEV00816,CUST03715,4G Dongle,Nokia,A487,SN97383644,2023-01-10,2029-01-06,Returned
DEV00817,CUST01084,Router,Cisco,A635,SN59389890,2023-10-04,2026-11-14,Under Repair
DEV00818,CUST03439,WiFi Modem,Nokia,A587,SN81855497,2025-12-31,2029-05-21,Under Repair
