customer_id,request_id,complaint_category,complaint_description,complaint_date,status,resolution_notes,resolved_date
CUST02162,5518,Billing Issue,Fugit ut rerum vero expedita expedita recusandae labore nesciunt eos.,2025-10-19 14:43:35,Open,,
CUST02163,5519,Call Drop,Voluptate similique perspiciatis eveniet quia quo officiis accusantium sit ipsa culpa quidem id.,2025-06-21 00:49:10,Open,,
CUST02165,5523,SIM Activation,Illum autem assumenda doloremque distinctio pariatur velit ducimus occaecati autem ab atque.,2025-07-07 07:24:29,Resolved,Nesciunt aspernatur autem labore saepe soluta quod id earum quia minus.,2025-07-12 07:24:29
CUST02166,5527,Call Drop,Minima aperiam optio numquam quis quas.,2025-07-07 18:11:42,Resolved,Porro delectus ducimus est non quibusdam harum ea et natus expedita.,2025-07-11 18:11:42
CUST02166,5528,Service Quality,Blanditiis eaque ex ratione officia rem.,2024-08-29 01:32:18,Open,,
CUST02167,5529,Service Quality,Corrupti sint a voluptatum rerum fugit saepe ut error similique.,2024-11-25 20:25:48,Closed,Tenetur sit blanditiis tenetur tempora aspernatur dolorum fugit praesentium.,2024-11-26 20:25:48
CUST02168,5531,Fiber Issue,Delectus incidunt cumque corporis minima ex eos nam.,2025-10-09 17:08:01,In Progress,,
CUST02168,5533,Slow Internet,Molestias accusantium ratione explicabo ad libero placeat explicabo adipisci quo ullam.,2026-06-16 01:44:55,In Progress,,
CUST02169,5535,Call Drop,Molestiae ipsa consectetur perferendis necessitatibus eveniet ex deserunt quo laudantium.,2025-07-09 22:48:00,In Progress,,
CUST02170,5538,Fiber Issue,Eligendi reiciendis labore quos accusantium sit possimus reiciendis vel quas voluptatem iste natus.,2026-03-30 04:33:25,Closed,Magnam at enim id nam odit iusto vitae eius voluptatem eveniet accusamus quod repellendus possimus.,2026-04-03 04:33:25
CUST02170,5540,Slow Internet,Amet facilis est fugit possimus quas ducimus eveniet perferendis.,2025-07-27 23:31:25,Closed,Amet quo facilis laboriosam quis est natus tenetur at itaque voluptatem ipsa accusamus.,2025-07-30 23:31:25
CUST02170,5541,Call Drop,Laborum iusto qui delectus explicabo tenetur est.,2024-09-21 09:58:37,Open,,
CUST02171,5543,Billing Issue,Dolorum voluptatum provident nobis nostrum minima aspernatur quis.,2025-08-27 02:07:28,In Progress,,
CUST02171,5545,SIM Activation,Voluptatibus ab quod voluptas aut debitis.,2025-07-02 07:25:48,Resolved,Adipisci explicabo distinctio eveniet odio ex et consectetur.,2025-07-04 07:25:48
CUST02172,5546,Network Issue,Perspiciatis voluptas ipsa fugiat accusantium iste inventore quasi.,2025-11-25 17:17:48,Closed,Esse tenetur ipsum velit doloribus et eligendi itaque repudiandae distinctio neque.,2025-11-30 17:17:48
CUST02173,5547,Service Quality,Error perspiciatis nemo sed molestias nemo qui.,2025-10-28 08:25:37,Closed,Distinctio molestias dolorum necessitatibus eius velit ab eligendi debitis voluptate neque.,2025-11-03 08:25:37
CUST02173,5548,SIM Activation,Saepe iusto labore vel eligendi eum minus vitae facilis perferendis maiores.,2025-12-20 18:26:04,Resolved,Mollitia tempore sit doloribus dolorem natus itaque illo accusamus repellat veniam neque.,2025-12-25 18:26:04
CUST02174,5551,Call Drop,Eum maiores fugit eius voluptatum ad ullam.,2025-02-28 06:04:01,In Progress,,
CUST02175,5553,Billing Issue,Soluta inventore quaerat perferendis quidem dolorum quo veniam iure minus.,2025-05-25 17:15:16,Resolved,Aliquam quae labore delectus tempora rerum facere accusantium.,2025-05-29 17:15:16
CUST02176,5555,Network Issue,Porro velit libero a voluptates aliquam.,2026-03-26 11:51:21,Open,,
CUST02176,5556,Fiber Issue,Ducimus natus sunt reprehenderit itaque libero dolorum repudiandae.,2025-01-07 20:37:24,Open,,
CUST02176,5557,Service Quality,Voluptates sint sunt quidem porro ut tempore.,2024-07-06 07:43:54,Closed,Explicabo ea nihil ducimus debitis quia dolor quidem nam minima quibusdam distinctio.,2024-07-07 07:43:54
CUST02178,5560,SIM Activation,Eos maiores a dolor quasi error accusantium rem sapiente deleniti iure.,2026-02-18 11:12:05,Open,,
CUST02178,5561,Service Quality,Cupiditate ducimus at earum provident iusto et repellendus voluptates cupiditate animi.,2024-08-15 21:51:53,Open,,
CUST02178,5562,Fiber Issue,Cupiditate libero culpa consectetur ducimus ipsa consectetur ab odio possimus repellendus.,2026-06-06 04:16:42,In Progress,,
CUST02179,5563,Call Drop,Architecto expedita omnis similique excepturi ab.,2025-09-24 22:03:43,Open,,
CUST02180,5564,Fiber Issue,Commodi natus maxime veritatis doloremque accusamus soluta unde.,2025-06-02 12:14:42,Open,,
CUST02180,5566,SIM Activation,Architecto ea minima accusamus commodi delectus numquam.,2026-05-28 04:52:58,Closed,Perferendis atque blanditiis rem harum ut enim architecto quae cumque labore.,2026-05-29 04:52:58
CUST02180,5567,Plan Change,Animi beatae quasi illo veniam asperiores provident officia vitae nobis dignissimos ab.,2024-07-06 06:43:28,In Progress,,
CUST02182,5569,Network Issue,Omnis non aliquid voluptatem excepturi recusandae beatae.,2026-04-06 08:04:06,Resolved,Laudantium eligendi dolorum delectus eum rem labore dolor assumenda nam autem magni iusto impedit.,2026-04-08 08:04:06
CUST02182,5571,Network Issue,Accusamus facere recusandae corrupti deleniti alias corporis architecto recusandae ut reiciendis.,2026-04-15 08:39:14,Resolved,Aliquid beatae ratione aliquid maiores corporis vero exercitationem quas.,2026-04-16 08:39:14
CUST02184,5575,Fiber Issue,Porro asperiores nesciunt molestiae odit modi nostrum deserunt assumenda eveniet officiis vitae.,2024-08-31 03:08:10,Open,,
CUST02185,5576,Fiber Issue,Recusandae quam pariatur corporis voluptas labore nulla qui nostrum dicta voluptates culpa.,2024-09-26 12:21:19,Closed,Perferendis suscipit ad explicabo adipisci fugit laboriosam provident numquam natus dolore pariatur tempora nobis ad laudantium.,2024-09-29 12:21:19
CUST02185,5577,Call Drop,Necessitatibus beatae veniam iure cumque non debitis quis quidem exercitationem.,2025-03-14 19:06:42,Resolved,Aspernatur maiores voluptatem molestiae sint similique laborum quasi maxime expedita.,2025-03-21 19:06:42
CUST02185,5578,Fiber Issue,Ullam error aliquam iusto voluptatibus neque sit porro fugiat consequatur.,2026-06-16 12:20:03,Closed,Totam commodi accusamus commodi reiciendis accusamus pariatur corporis repellendus deserunt amet voluptatibus maxime natus.,2026-06-21 12:20:03
CUST02186,5580,Billing Issue,Amet ut labore minima nisi architecto quod numquam facere rerum nihil.,2025-01-07 00:06:59,Open,,
CUST02186,5581,Recharge Failure,Cumque veritatis asperiores saepe voluptas veniam deleniti.,2026-06-22 02:09:05,Resolved,Cupiditate ab voluptatem ad praesentium amet accusamus assumenda facilis voluptatum labore laborum.,2026-06-26 02:09:05
CUST02187,5582,Plan Change,Quis possimus facere iure dolores ex porro doloremque quis dolores.,2026-01-03 22:14:05,In Progress,,
CUST02187,5583,Network Issue,Eveniet quaerat aut omnis omnis harum error deleniti libero cupiditate vel harum.,2025-12-13 18:56:07,In Progress,,
CUST02187,5584,Billing Issue,Praesentium adipisci itaque nisi repudiandae repudiandae.,2025-09-23 03:12:42,Open,,
CUST02188,5587,Network Issue,Debitis quam illo doloremque possimus veniam maiores consectetur eligendi nobis eligendi officia corporis.,2025-12-16 05:36:50,In Progress,,
CUST02188,5588,Recharge Failure,Officiis suscipit consequuntur dignissimos nulla pariatur voluptatibus.,2024-07-18 03:31:08,Closed,Repellat qui perspiciatis ratione porro doloribus qui in numquam illum labore excepturi sapiente nihil voluptate cumque.,2024-07-25 03:31:08
CUST02188,5589,SIM Activation,Provident qui eos unde mollitia odit iste.,2026-06-17 05:03:16,In Progress,,
CUST02190,5592,Service Quality,Aut veritatis alias officiis voluptate molestias eum error magnam recusandae.,2025-07-06 16:50:45,Open,,
CUST02191,5594,Fiber Issue,Adipisci harum expedita blanditiis distinctio aut a animi blanditiis.,2024-11-19 05:26:59,Closed,Culpa consequuntur delectus aliquam eaque neque doloribus deserunt facere alias quaerat suscipit sed consectetur enim aperiam.,2024-11-25 05:26:59
CUST02193,5600,SIM Activation,Aliquid dolorum quae accusamus eligendi dolore quo.,2024-07-23 00:29:34,Closed,Explicabo eum dolorum recusandae vitae dignissimos perspiciatis.,2024-07-29 00:29:34
CUST02194,5601,Fiber Issue,Minus voluptates odit ullam similique illum commodi voluptatem iure corporis fugiat cum consequatur.,2025-09-29 13:58:28,Open,,
CUST02194,5602,Call Drop,Corporis omnis adipisci dolores quod totam soluta eveniet veritatis eaque ad autem.,2025-06-22 03:25:20,Open,,
CUST02196,5604,Fiber Issue,Quo odit eaque rem placeat quidem aspernatur.,2025-11-04 06:31:20,In Progress,,
CUST02196,5605,Call Drop,Atque ullam illum doloremque tenetur harum officiis libero modi.,2025-04-26 20:43:53,Open,,
CUST02196,5606,Billing Issue,Minima sunt quibusdam necessitatibus aut dicta voluptatem.,2024-11-02 17:19:23,Resolved,Iusto vel corporis quaerat maxime facilis molestias nostrum quisquam perferendis ipsa.,2024-11-06 17:19:23
CUST02197,5609,Plan Change,Ad accusamus amet ea pariatur officiis nulla repudiandae voluptatibus dolore necessitatibus.,2024-09-01 14:02:08,Resolved,Voluptatum modi repellat quis expedita ut eos iure dolor fugit amet rem.,2024-09-06 14:02:08
CUST02197,5610,Recharge Failure,Quo sequi magnam iusto voluptatum quibusdam quod.,2026-03-04 18:44:10,In Progress,,
CUST02198,5611,Network Issue,Voluptatibus debitis ullam cum voluptatibus natus recusandae enim eaque hic nobis voluptates.,2025-08-08 23:42:18,Closed,Reiciendis sit dolorum ut eligendi nostrum rem voluptatum totam culpa molestias libero.,2025-08-12 23:42:18
CUST02198,5612,Recharge Failure,Aliquam ipsum deserunt ducimus porro non nemo exercitationem quibusdam ut.,2025-09-22 21:04:05,Closed,Quos culpa consequuntur ab amet quae quibusdam corrupti atque iste eligendi fuga fugiat amet.,2025-09-29 21:04:05
CUST02199,5614,Billing Issue,Ea qui asperiores occaecati animi sit corrupti hic commodi iure laboriosam occaecati.,2024-11-12 11:03:35,Resolved,Ullam laudantium numquam nobis dolor autem possimus fugit suscipit eaque voluptatem.,2024-11-15 11:03:35
CUST02199,5615,Billing Issue,Doloremque dignissimos quo quisquam corporis quod distinctio quasi porro doloremque.,2025-07-23 00:31:36,Closed,Sequi quia consequatur ratione repellendus vitae debitis a minus aspernatur impedit ullam quis occaecati.,2025-07-25 00:31:36
CUST02200,5617,Recharge Failure,Laborum et laudantium labore numquam dolor tempore.,2024-12-03 22:08:35,Open,,
CUST02201,5618,Recharge Failure,Ipsam blanditiis architecto quo quaerat placeat nesciunt eum similique.,2025-12-06 03:52:27,In Progress,,
CUST02202,5619,Fiber Issue,Veniam repellendus ex itaque sit laboriosam blanditiis.,2025-10-29 08:22:45,Resolved,Quod deleniti perspiciatis hic natus omnis unde voluptate rem molestiae.,2025-11-03 08:22:45
CUST02202,5621,Call Drop,Optio ab ratione vero modi quos beatae facilis.,2025-10-27 21:33:24,Open,,
CUST02203,5622,Slow Internet,Veritatis laboriosam est commodi sit cumque natus alias enim.,2025-02-04 02:43:49,In Progress,,
CUST02205,5625,Billing Issue,Possimus maxime ea repellendus enim veniam eligendi ea dignissimos.,2026-05-08 06:36:30,In Progress,,
CUST02206,5627,Plan Change,Quisquam nisi fugit odio minus vero eligendi quos laboriosam enim non consequuntur quasi.,2025-04-10 10:09:54,In Progress,,
CUST02206,5628,SIM Activation,Fugit repellendus numquam dolorum minima cum minima minima alias.,2025-02-14 05:40:49,In Progress,,
CUST02206,5629,Call Drop,Tempora error reiciendis pariatur velit deserunt alias voluptatem ducimus quidem eaque dolorum explicabo.,2024-11-12 13:36:02,Closed,Dolor alias aliquid quos maxime minus aliquid deleniti ducimus natus itaque ab itaque mollitia.,2024-11-13 13:36:02
CUST02207,5630,Plan Change,Nostrum quae aliquam beatae adipisci illo voluptatum.,2026-01-16 06:58:40,Open,,
CUST02207,5631,Fiber Issue,Similique nemo veniam beatae nam laboriosam.,2026-04-18 13:46:59,Closed,Aspernatur veniam maxime nesciunt quos facere ipsa quae nisi incidunt optio blanditiis consequuntur placeat.,2026-04-20 13:46:59
CUST02207,5632,Billing Issue,Quaerat itaque praesentium repudiandae ipsam non fuga odit debitis adipisci minima vel.,2025-12-27 21:47:54,Open,,
CUST02208,5633,Call Drop,Facilis reiciendis aspernatur molestias sit eaque delectus pariatur delectus optio possimus itaque.,2026-01-30 03:49:00,In Progress,,
CUST02209,5634,Call Drop,Aut deleniti vero suscipit reprehenderit hic iusto.,2025-08-02 00:50:29,Closed,Veritatis quae voluptate delectus cumque ex exercitationem nobis molestiae veniam pariatur corporis.,2025-08-08 00:50:29
CUST02209,5635,Billing Issue,Error deserunt at optio est expedita deserunt.,2026-04-11 09:59:12,Open,,
CUST02209,5636,SIM Activation,Non corrupti atque ad sed quas nobis enim iusto molestiae provident quidem quae.,2025-02-09 12:53:56,Open,,
CUST02210,5638,Call Drop,Sed eum ad quaerat ea amet.,2026-01-08 00:08:55,Resolved,Accusamus perferendis expedita ducimus veritatis voluptatum dolores laborum soluta.,2026-01-14 00:08:55
CUST02211,5639,Network Issue,Esse quas dolorem vero iste blanditiis dolorum ullam nam excepturi corporis repellat.,2024-11-15 23:19:15,Resolved,Inventore voluptas excepturi dignissimos magni in ipsa qui adipisci natus dicta.,2024-11-22 23:19:15
CUST02212,5642,Billing Issue,Repudiandae id labore omnis voluptate sunt quam voluptatibus quos placeat autem.,2026-05-05 07:32:59,Closed,Quas adipisci saepe id porro saepe iure similique architecto omnis occaecati aperiam.,2026-05-06 07:32:59
CUST02213,5643,Plan Change,Tenetur facere maxime natus molestiae repellat nesciunt nihil atque cumque id optio.,2025-09-02 11:05:03,Resolved,Corporis ad cumque nostrum placeat eveniet iusto temporibus voluptas laboriosam officiis perspiciatis sed perspiciatis dolor.,2025-09-03 11:05:03
CUST02214,5648,SIM Activation,At animi tenetur eius numquam mollitia.,2024-09-04 14:47:49,In Progress,,
CUST02214,5649,SIM Activation,Dolores eveniet sit eos eaque voluptate laudantium illum consequuntur quos recusandae facere.,2026-05-07 02:17:51,Closed,Ipsam amet qui eligendi odio molestiae sapiente sunt perspiciatis.,2026-05-11 02:17:51
CUST02215,5650,Service Quality,Sapiente atque molestias eius magnam rerum quaerat.,2025-03-02 06:01:27,In Progress,,
CUST02216,5654,Service Quality,Deleniti consequuntur fugiat officia laboriosam ab.,2026-05-22 15:29:06,Closed,Saepe reprehenderit id ea vitae ducimus doloremque a ullam dolores.,2026-05-23 15:29:06
CUST02217,5656,Service Quality,Quo facilis nostrum quia provident eveniet ad ducimus in est temporibus placeat ad.,2026-05-23 00:55:27,Closed,Quisquam occaecati est similique quis nobis esse deserunt dolore maxime culpa tenetur.,2026-05-24 00:55:27
CUST02218,5657,Recharge Failure,Corporis voluptates ad hic cupiditate accusantium.,2026-06-17 11:00:34,Resolved,Commodi modi unde est enim illo sapiente error suscipit qui ex.,2026-06-20 11:00:34
CUST02218,5658,Call Drop,Suscipit eveniet aperiam commodi architecto fuga non molestiae.,2025-12-17 12:31:14,Resolved,Reprehenderit optio maxime atque culpa ad rerum amet doloribus quo magni nostrum.,2025-12-19 12:31:14
CUST02220,5660,Network Issue,Ullam quisquam sequi pariatur sequi maxime maiores ut rem vero.,2024-10-08 11:56:35,Open,,
CUST02220,5661,Plan Change,Illum facilis mollitia vero neque ducimus consectetur neque esse asperiores.,2026-03-17 11:45:42,Open,,
CUST02222,5663,Fiber Issue,Optio facere consequatur inventore aliquam tenetur.,2024-08-29 21:30:25,In Progress,,
CUST02223,5664,Call Drop,Quaerat enim dolorum in suscipit dolor ipsum quasi eum eaque voluptate libero fuga.,2025-09-12 09:11:33,Closed,Suscipit earum unde minima fugiat praesentium numquam veniam incidunt rem.,2025-09-17 09:11:33
CUST02223,5665,Service Quality,Alias enim neque quidem porro ullam beatae aspernatur quis minima aspernatur.,2026-03-23 12:23:59,Closed,Omnis beatae amet exercitationem sint veniam distinctio praesentium laudantium in quas laboriosam omnis fuga sint.,2026-03-24 12:23:59
CUST02223,5666,Call Drop,Provident pariatur dolorem officia non odit praesentium possimus similique.,2025-12-06 08:27:00,In Progress,,
CUST02224,5667,Fiber Issue,Praesentium vel architecto voluptate voluptate soluta beatae nemo omnis aperiam dolorem.,2026-06-16 11:13:05,Resolved,At minima excepturi harum dolorum dolor quibusdam.,2026-06-18 11:13:05
CUST02224,5669,Plan Change,Error est voluptate voluptas facilis minima vel ratione ullam asperiores necessitatibus earum minus.,2025-07-20 21:22:12,Open,,
CUST02225,5671,Fiber Issue,Adipisci iure libero voluptatum cum beatae molestias aperiam.,2024-07-30 07:34:33,Resolved,Facilis error laudantium cumque laudantium id aspernatur sint laudantium beatae quo.,2024-08-04 07:34:33
CUST02225,5673,SIM Activation,Vel occaecati inventore quos aliquam maxime suscipit dolore.,2026-05-08 14:07:20,In Progress,,
CUST02225,5674,SIM Activation,Eius dolores iure eos suscipit consequuntur eveniet sunt accusamus ipsum debitis consectetur.,2025-10-08 06:31:57,Closed,Iusto culpa provident exercitationem ut repudiandae fugiat voluptates numquam eveniet accusamus maxime sunt exercitationem odit.,2025-10-12 06:31:57
CUST02227,5676,Fiber Issue,Eveniet expedita magni nam cupiditate asperiores laborum sint suscipit praesentium maxime earum.,2024-07-21 16:59:34,In Progress,,
CUST02228,5677,Slow Internet,Accusamus nemo animi fuga optio deleniti laborum ratione nihil.,2026-01-31 09:56:45,Closed,Odio odio quas soluta nobis quibusdam beatae repellendus possimus.,2026-02-03 09:56:45
CUST02228,5680,Plan Change,Neque sit culpa hic reprehenderit natus at modi recusandae.,2024-08-03 17:15:37,Closed,Rem cum laboriosam at nostrum beatae laboriosam dicta assumenda dignissimos quas.,2024-08-06 17:15:37
CUST02229,5681,Billing Issue,Nulla ratione tenetur fuga repellat perspiciatis sit dolores.,2024-10-05 06:55:52,In Progress,,
CUST02230,5683,Slow Internet,Est praesentium quibusdam nihil minima quo nemo eos reiciendis ea excepturi facilis quo.,2025-08-21 12:49:13,Closed,Dignissimos magni placeat hic veritatis occaecati doloremque hic.,2025-08-27 12:49:13
CUST02230,5686,Plan Change,Similique dolorem accusamus alias veniam quaerat ipsa nisi assumenda nostrum ipsam.,2026-01-08 18:33:26,Resolved,Assumenda dolorem dicta ullam at nisi placeat autem iste blanditiis cumque magni.,2026-01-11 18:33:26
CUST02231,5687,Service Quality,Dolorem iste eveniet accusamus quisquam vel.,2026-03-19 09:15:17,In Progress,,
CUST02232,5689,Fiber Issue,Sint fugit ratione laboriosam eos aspernatur molestias.,2024-12-31 04:17:05,Open,,
CUST02232,5690,Call Drop,Magni est nesciunt nulla occaecati possimus quod labore doloribus.,2024-07-12 18:24:26,Resolved,Sunt eaque libero voluptatum expedita deserunt unde autem asperiores perferendis distinctio quaerat consectetur.,2024-07-19 18:24:26
CUST02233,5692,Recharge Failure,Adipisci reprehenderit explicabo nobis accusamus optio quos facere sapiente assumenda.,2025-05-20 14:39:19,Closed,Beatae sequi nulla accusamus quod dolorem recusandae veniam tempore sint.,2025-05-26 14:39:19
CUST02234,5693,Slow Internet,Perspiciatis fugit maiores suscipit optio exercitationem odit in doloremque.,2024-11-04 15:45:02,Closed,Ad sapiente quis cumque illo expedita sit possimus hic.,2024-11-11 15:45:02
CUST02234,5696,Fiber Issue,Esse iusto quod similique numquam eum provident nihil quod dicta mollitia voluptates.,2026-05-08 19:04:24,In Progress,,
CUST02235,5697,Slow Internet,Id iste nostrum ipsum consectetur delectus velit sint accusantium.,2025-08-26 02:52:21,In Progress,,
CUST02236,5701,Plan Change,Et incidunt quos maxime illum hic.,2025-03-05 08:01:02,Resolved,Fuga magni quasi quas alias deleniti veritatis eos ipsum recusandae neque tenetur doloremque.,2025-03-09 08:01:02
CUST02236,5703,Billing Issue,Maxime ex nesciunt vero a mollitia illo distinctio.,2024-08-04 05:48:15,Resolved,Quibusdam perspiciatis est debitis saepe ab voluptas officia esse ipsa odit nobis cumque facilis dolorem.,2024-08-07 05:48:15
CUST02238,5705,SIM Activation,Consequatur alias omnis in quos adipisci cum molestiae ea at.,2024-12-16 16:56:28,In Progress,,
CUST02238,5707,Fiber Issue,Odio molestiae tempore iusto expedita esse officia delectus doloremque.,2025-08-01 10:10:51,Open,,
CUST02239,5709,Slow Internet,Molestias vel iste dolorem illum sapiente molestias corporis ipsum vero magni deserunt asperiores.,2024-07-13 04:05:15,Resolved,Officia pariatur exercitationem distinctio impedit quibusdam officiis nulla deserunt.,2024-07-16 04:05:15
CUST02239,5712,Fiber Issue,Suscipit officia repudiandae maiores voluptas aperiam nobis doloremque ipsam molestiae omnis itaque tenetur.,2026-04-22 01:22:25,Closed,Corporis sunt a adipisci sed fuga in facilis ratione.,2026-04-25 01:22:25
CUST02240,5713,Plan Change,Accusantium laboriosam consequuntur a similique consequuntur aliquid perspiciatis repudiandae.,2025-06-08 15:58:48,Resolved,Ut iste aspernatur inventore accusamus eaque asperiores cum maiores exercitationem adipisci odio.,2025-06-10 15:58:48
CUST02240,5714,Call Drop,Sint dolores numquam vel corrupti possimus similique provident iste sapiente.,2025-12-04 02:51:27,Closed,Sunt voluptatibus atque modi quos praesentium atque distinctio ullam.,2025-12-11 02:51:27
CUST02240,5715,Billing Issue,Assumenda culpa laudantium voluptates cum ipsam totam sed velit sed amet temporibus amet.,2025-11-02 12:49:59,Closed,Provident repellendus eveniet et amet error perspiciatis laboriosam.,2025-11-04 12:49:59
CUST02243,5719,Network Issue,Aliquid omnis libero modi ducimus rerum voluptate nobis delectus.,2025-12-20 00:24:57,Open,,
CUST02243,5720,Call Drop,Corrupti quidem nisi quaerat accusantium aliquam ex ipsa provident.,2025-01-07 17:31:33,Closed,Sint repellat nihil hic delectus veritatis cupiditate error ab enim in exercitationem veritatis perferendis.,2025-01-13 17:31:33
CUST02243,5721,Slow Internet,Voluptatem quibusdam excepturi quis officia deserunt velit quod.,2024-08-01 19:25:01,Resolved,Esse est iste ipsum sequi voluptas quisquam alias rem voluptate consectetur temporibus iure.,2024-08-03 19:25:01
CUST02245,5727,Call Drop,Doloribus numquam temporibus quidem atque architecto nisi necessitatibus accusamus inventore.,2024-11-15 19:13:02,Open,,
CUST02246,5728,Recharge Failure,Beatae qui omnis quos voluptatum quibusdam officiis dolore rerum.,2026-02-11 09:33:05,In Progress,,
CUST02246,5729,Slow Internet,Itaque adipisci in fuga officia rem eum commodi eum quaerat accusamus voluptates.,2025-12-28 05:31:01,Open,,
CUST02247,5730,Call Drop,Corrupti adipisci quis alias illo doloremque.,2024-12-31 02:24:55,In Progress,,
CUST02249,5735,Recharge Failure,Alias numquam vero numquam optio placeat maiores.,2026-03-12 15:23:34,Open,,
CUST02249,5736,Service Quality,Incidunt pariatur autem quibusdam tenetur dicta non hic rerum ullam.,2025-09-18 05:08:53,Closed,Id at velit distinctio molestiae nam autem deleniti nisi iusto voluptatem eligendi facere.,2025-09-20 05:08:53
CUST02249,5738,Plan Change,Amet quae accusamus sunt quo mollitia sed illo accusamus eum iste enim facere.,2025-07-14 17:03:14,In Progress,,
CUST02250,5739,SIM Activation,Fugiat unde pariatur quos occaecati vero iste repudiandae consequatur reprehenderit sunt.,2025-08-07 23:08:33,Open,,
CUST02251,5741,Fiber Issue,Cupiditate veritatis placeat impedit dolor modi pariatur quibusdam veritatis quibusdam repudiandae doloremque ea.,2024-09-05 11:23:08,Resolved,Quia quidem ab sapiente id ullam quia tenetur accusantium.,2024-09-10 11:23:08
CUST02252,5743,Fiber Issue,Voluptatibus dicta perspiciatis illum eum totam soluta quo rerum.,2025-09-12 05:19:15,Closed,Eligendi id tempore similique corrupti doloribus perferendis reiciendis veritatis sapiente harum.,2025-09-15 05:19:15
CUST02252,5745,Network Issue,Sunt eligendi beatae itaque placeat officia at dolores eveniet deleniti dolorem mollitia.,2024-11-28 08:52:31,Closed,Aliquam id temporibus ipsam repudiandae et architecto vero molestias.,2024-12-02 08:52:31
CUST02254,5748,Recharge Failure,Aliquam porro asperiores quo delectus soluta ullam nisi tempore totam dolor.,2024-09-01 21:46:54,Open,,
CUST02254,5749,Plan Change,Non aliquid odit repudiandae iusto ratione amet minus cupiditate incidunt quasi itaque facilis.,2025-02-15 08:52:09,Open,,
CUST02255,5750,Billing Issue,Omnis soluta sapiente culpa distinctio inventore.,2025-06-30 03:43:17,Open,,
CUST02256,5754,Slow Internet,Adipisci cumque ipsa maxime exercitationem officiis esse.,2025-03-14 07:44:55,In Progress,,
CUST02256,5755,Recharge Failure,Tenetur totam libero aliquid quo laboriosam vero laboriosam praesentium expedita officia.,2025-09-25 08:24:07,Open,,
CUST02257,5756,Billing Issue,Accusantium magnam enim illo similique nemo alias autem mollitia quisquam.,2026-05-02 05:34:05,Resolved,Deserunt aliquam optio eos eaque aperiam dignissimos numquam ipsam iusto quaerat ducimus sunt accusamus.,2026-05-03 05:34:05
CUST02257,5757,SIM Activation,Temporibus cupiditate odit aliquam officiis dignissimos provident corrupti animi.,2024-08-29 16:48:42,In Progress,,
CUST02257,5758,Plan Change,Dolores nobis cumque ab repellendus facilis nostrum similique animi.,2025-12-03 04:48:35,In Progress,,
CUST02258,5760,Slow Internet,Debitis eos modi fugiat exercitationem ducimus deleniti quis.,2024-12-30 20:55:28,Open,,
CUST02259,5762,Slow Internet,Soluta quasi eaque vel ipsum ea.,2025-06-09 23:12:31,Closed,Quos vero ipsum similique excepturi deleniti id quas.,2025-06-15 23:12:31
CUST02260,5764,Fiber Issue,In labore suscipit ipsam nemo magnam.,2026-03-16 16:14:00,In Progress,,
CUST02261,5768,Service Quality,Cumque dignissimos ipsa cum vel amet.,2025-10-30 06:27:18,Resolved,Quis quaerat velit aliquam iusto magnam iure ad ipsa repellendus commodi dicta magnam earum quas.,2025-11-03 06:27:18
CUST02263,5771,SIM Activation,Iusto animi voluptas dolorum autem sit saepe.,2026-02-26 16:55:15,Resolved,Enim tempora totam accusantium blanditiis iure occaecati fugiat.,2026-03-01 16:55:15
CUST02263,5773,Recharge Failure,Illum sed asperiores quibusdam harum excepturi voluptates repellat tempora.,2026-05-03 03:25:31,In Progress,,
CUST02264,5774,Billing Issue,Culpa ipsa aspernatur sed excepturi ipsum corrupti dicta accusantium.,2025-09-21 16:28:50,Resolved,Architecto iste quisquam laudantium unde voluptatem eum consectetur.,2025-09-25 16:28:50
CUST02264,5775,Billing Issue,Recusandae sed deleniti magnam veniam reprehenderit quae similique neque assumenda dolorum aspernatur.,2026-06-22 05:40:12,In Progress,,
CUST02265,5776,Recharge Failure,Suscipit inventore incidunt repudiandae quas adipisci tempora totam omnis eum.,2024-11-10 20:19:52,Open,,
CUST02265,5777,Recharge Failure,Eum aliquid aliquam officiis quo qui nulla pariatur ex aliquid.,2026-02-26 08:23:24,Closed,Voluptate iste hic adipisci culpa eos ratione ducimus veniam.,2026-03-01 08:23:24
CUST02266,5781,SIM Activation,Nam voluptatibus incidunt velit neque culpa optio consectetur exercitationem nisi sed nostrum consequatur.,2025-10-20 18:25:20,Closed,Provident quae voluptatibus nihil numquam perspiciatis ea asperiores fugit soluta vel odio cupiditate alias dignissimos.,2025-10-22 18:25:20
CUST02267,5782,Recharge Failure,Qui asperiores esse illo repellendus pariatur explicabo pariatur maxime ad.,2024-11-15 03:04:05,In Progress,,
CUST02268,5783,Fiber Issue,Quis itaque repudiandae cumque explicabo voluptates voluptas iste dolor laborum in minus.,2025-06-29 08:17:00,Closed,Maxime sed ullam illo dolor dicta a quam magnam odio aliquid nobis sint incidunt sed ipsum.,2025-07-02 08:17:00
CUST02268,5785,Service Quality,Veritatis aspernatur quaerat placeat vero iste.,2026-03-04 18:01:50,In Progress,,
CUST02268,5786,Call Drop,Exercitationem dolor id ipsa tenetur in unde quidem.,2025-04-06 06:23:08,In Progress,,
