customer_id,connection_number,broadband_plan,connection_type,speed_mbps,installation_date,status
CUST04846,BB00000735,Fiber 499,Fiber,40,2023-06-24,Inactive
CUST04842,BB00000736,Fiber 499,Fiber,40,2026-02-05,Inactive
CUST00319,BB00000737,Fiber 999,Fiber,200,2024-02-01,Inactive
CUST00829,BB00000738,Fiber 499,Fiber,40,2023-04-08,Inactive
CUST03264,BB00000739,Fiber 1999,Fiber,500,2022-06-27,Inactive
CUST00275,BB00000740,Fiber 699,Fiber,100,2023-12-24,Active
CUST02665,BB00000741,Fiber 1499,Fiber,300,2024-04-13,Suspended
CUST00550,BB00000742,Fiber 999,Fiber,200,2023-02-26,Active
CUST03642,BB00000743,Fiber 799,Fiber,150,2023-09-06,Suspended
CUST04054,BB00000744,Fiber 799,Fiber,150,2023-01-06,Active
CUST04893,BB00000745,Fiber 499,Fiber,40,2023-11-19,Suspended
CUST02935,BB00000746,Fiber 699,Fiber,100,2021-09-24,Active
CUST00606,BB00000747,Fiber 699,Fiber,100,2023-04-06,Inactive
CUST00897,BB00000748,Fiber 1999,Fiber,500,2023-10-01,Inactive
CUST00528,BB00000749,Fiber 1999,Fiber,500,2026-04-27,Suspended
CUST04608,BB00000750,Fiber 1499,Fiber,300,2023-04-13,Active
CUST02348,BB00000751,Fiber 699,Fiber,100,2023-10-16,Active
CUST03440,BB00000752,Fiber 799,Fiber,150,2026-05-09,Active
CUST04999,BB00000753,Fiber 499,Fiber,40,2025-01-03,Active
CUST04827,BB00000754,Fiber 999,Fiber,200,2023-09-08,Inactive
CUST03923,BB00000755,Fiber 999,Fiber,200,2026-04-29,Inactive
CUST00299,BB00000756,Fiber 1499,Fiber,300,2022-11-10,Active
CUST02120,BB00000757,Fiber 2499,Fiber,1000,2025-03-21,Active
CUST02537,BB00000758,Fiber 799,Fiber,150,2023-04-08,Inactive
CUST04204,BB00000759,Fiber 1999,Fiber,500,2023-09-02,Suspended
CUST03255,BB00000760,Fiber 799,Fiber,150,2023-03-02,Suspended
CUST03726,BB00000761,Fiber 999,Fiber,200,2026-01-09,Suspended
CUST01261,BB00000762,Fiber 999,Fiber,200,2022-07-09,Inactive
CUST01559,BB00000763,Fiber 799,Fiber,150,2022-09-10,Inactive
CUST03270,BB00000764,Fiber 999,Fiber,200,2023-12-29,Active
CUST04047,BB00000765,Fiber 499,Fiber,40,2022-06-30,Active
CUST00757,BB00000766,Fiber 1499,Fiber,300,2025-05-07,Active
CUST01011,BB00000767,Fiber 699,Fiber,100,2024-07-13,Active
CUST02795,BB00000768,Fiber 999,Fiber,200,2024-02-07,Inactive
CUST02906,BB00000769,Fiber 999,Fiber,200,2023-09-28,Active
CUST01871,BB00000770,Fiber 499,Fiber,40,2024-11-01,Inactive
CUST02230,BB00000771,Fiber 499,Fiber,40,2021-07-22,Inactive
CUST01174,BB00000772,Fiber 499,Fiber,40,2025-03-02,Active
CUST01833,BB00000773,Fiber 999,Fiber,200,2021-10-22,Active
CUST00377,BB00000774,Fiber 699,Fiber,100,2025-03-18,Suspended
CUST03854,BB00000775,Fiber 799,Fiber,150,2024-02-12,Suspended
CUST03617,BB00000776,Fiber 2499,Fiber,1000,2021-07-30,Active
CUST00799,BB00000777,Fiber 1499,Fiber,300,2023-06-25,Active
CUST00379,BB00000778,Fiber 2499,Fiber,1000,2023-03-11,Suspended
CUST01159,BB00000779,Fiber 2499,Fiber,1000,2023-12-30,Suspended
CUST03820,BB00000780,Fiber 2499,Fiber,1000,2023-01-26,Inactive
CUST02793,BB00000781,Fiber 799,Fiber,150,2021-10-30,Suspended
CUST02241,BB00000782,Fiber 999,Fiber,200,2025-06-15,Active
CUST04036,BB00000783,Fiber 799,Fiber,150,2022-09-28,Active
CUST02663,BB00000784,Fiber 799,Fiber,150,2025-10-12,Active
CUST04013,BB00000785,Fiber 999,Fiber,200,2024-10-24,Suspended
CUST02958,BB00000786,Fiber 999,Fiber,200,2022-03-24,Inactive
CUST03928,BB00000787,Fiber 799,Fiber,150,2025-08-16,Suspended
CUST01039,BB00000788,Fiber 799,Fiber,150,2022-11-19,Inactive
CUST03260,BB00000789,Fiber 2499,Fiber,1000,2022-09-20,Active
CUST01345,BB00000790,Fiber 699,Fiber,100,2022-06-16,Active
CUST02506,BB00000791,Fiber 499,Fiber,40,2026-01-14,Active
CUST01722,BB00000792,Fiber 799,Fiber,150,2022-10-19,Suspended
CUST04664,BB00000793,Fiber 799,Fiber,150,2025-01-21,Suspended
CUST00176,BB00000794,Fiber 1999,Fiber,500,2021-07-11,Suspended
CUST04894,BB00000795,Fiber 1499,Fiber,300,2024-07-04,Suspended
CUST01910,BB00000796,Fiber 799,Fiber,150,2024-10-25,Active
CUST00046,BB00000797,Fiber 799,Fiber,150,2026-01-11,Suspended
CUST03410,BB00000798,Fiber 699,Fiber,100,2026-04-29,Active
CUST04675,BB00000799,Fiber 699,Fiber,100,2021-06-30,Inactive
CUST01076,BB00000800,Fiber 999,Fiber,200,2023-11-30,Inactive
CUST02830,BB00000801,Fiber 999,Fiber,200,2024-08-31,Active
CUST01505,BB00000802,Fiber 699,Fiber,100,2023-02-27,Inactive
CUST02310,BB00000803,Fiber 1999,Fiber,500,2026-05-28,Active
CUST01437,BB00000804,Fiber 1499,Fiber,300,2021-09-04,Inactive
CUST02419,BB00000805,Fiber 499,Fiber,40,2023-02-08,Inactive
CUST03987,BB00000806,Fiber 2499,Fiber,1000,2023-09-09,Active
CUST03099,BB00000807,Fiber 999,Fiber,200,2024-07-03,Active
CUST04589,BB00000808,Fiber 2499,Fiber,1000,2024-12-08,Inactive
CUST00284,BB00000809,Fiber 499,Fiber,40,2025-11-09,Active
CUST04919,BB00000810,Fiber 799,Fiber,150,2024-03-01,Inactive
CUST00843,BB00000811,Fiber 799,Fiber,150,2021-07-01,Suspended
CUST01514,BB00000812,Fiber 1999,Fiber,500,2025-12-30,Inactive
CUST01169,BB00000813,Fiber 2499,Fiber,1000,2024-06-07,Inactive
CUST01593,BB00000814,Fiber 1999,Fiber,500,2025-10-27,Suspended
CUST03461,BB00000815,Fiber 799,Fiber,150,2023-06-06,Suspended
CUST03166,BB00000816,Fiber 1499,Fiber,300,2024-02-24,Active
CUST02285,BB00000817,Fiber 799,Fiber,150,2024-10-24,Active
CUST03576,BB00000818,Fiber 499,Fiber,40,2025-02-13,Suspended
CUST04871,BB00000819,Fiber 1999,Fiber,500,2024-08-26,Inactive
CUST02306,BB00000820,Fiber 799,Fiber,150,2023-07-11,Suspended
CUST00953,BB00000821,Fiber 999,Fiber,200,2025-05-16,Suspended
CUST04943,BB00000822,Fiber 699,Fiber,100,2023-12-07,Suspended
CUST03054,BB00000823,Fiber 999,Fiber,200,2023-01-22,Active
CUST04560,BB00000824,Fiber 499,Fiber,40,2025-12-23,Suspended
CUST02686,BB00000825,Fiber 1499,Fiber,300,2022-04-18,Active
CUST01490,BB00000826,Fiber 1999,Fiber,500,2025-10-02,Active
CUST00928,BB00000827,Fiber 1999,Fiber,500,2021-12-20,Active
CUST01210,BB00000828,Fiber 1999,Fiber,500,2023-07-03,Active
CUST03974,BB00000829,Fiber 1499,Fiber,300,2022-10-05,Active
CUST03546,BB00000830,Fiber 1499,Fiber,300,2025-05-29,Inactive
CUST04362,BB00000831,Fiber 2499,Fiber,1000,2024-11-29,Inactive
CUST01922,BB00000832,Fiber 499,Fiber,40,2025-06-21,Suspended
CUST00352,BB00000833,Fiber 1499,Fiber,300,2022-03-20,Inactive
CUST04899,BB00000834,Fiber 999,Fiber,200,2025-09-29,Suspended
CUST03394,BB00000835,Fiber 799,Fiber,150,2022-06-04,Inactive
CUST02722,BB00000836,Fiber 1999,Fiber,500,2025-05-18,Active
CUST04982,BB00000837,Fiber 699,Fiber,100,2026-06-02,Active
CUST00719,BB00000838,Fiber 499,Fiber,40,2025-06-15,Suspended
CUST02703,BB00000839,Fiber 2499,Fiber,1000,2022-06-30,Active
CUST02723,BB00000840,Fiber 2499,Fiber,1000,2024-07-17,Inactive
CUST04562,BB00000841,Fiber 699,Fiber,100,2026-06-21,Inactive
CUST00309,BB00000842,Fiber 499,Fiber,40,2025-03-25,Suspended
CUST01676,BB00000843,Fiber 2499,Fiber,1000,2022-08-29,Inactive
CUST00834,BB00000844,Fiber 1499,Fiber,300,2022-09-26,Inactive
CUST00367,BB00000845,Fiber 1499,Fiber,300,2023-07-09,Suspended
CUST04507,BB00000846,Fiber 1499,Fiber,300,2022-05-17,Active
CUST02079,BB00000847,Fiber 2499,Fiber,1000,2021-09-02,Suspended
CUST04039,BB00000848,Fiber 1999,Fiber,500,2021-07-27,Suspended
CUST04847,BB00000849,Fiber 1999,Fiber,500,2025-08-19,Inactive
CUST04480,BB00000850,Fiber 699,Fiber,100,2025-06-24,Suspended
CUST01747,BB00000851,Fiber 1499,Fiber,300,2025-02-07,Inactive
CUST00020,BB00000852,Fiber 1499,Fiber,300,2024-01-19,Active
CUST01323,BB00000853,Fiber 1499,Fiber,300,2026-03-25,Active
CUST03568,BB00000854,Fiber 1999,Fiber,500,2023-10-13,Inactive
CUST02522,BB00000855,Fiber 799,Fiber,150,2022-01-01,Suspended
CUST00219,BB00000856,Fiber 999,Fiber,200,2024-09-03,Active
CUST01488,BB00000857,Fiber 699,Fiber,100,2025-08-20,Active
CUST00439,BB00000858,Fiber 1499,Fiber,300,2026-01-14,Active
CUST04175,BB00000859,Fiber 1999,Fiber,500,2026-05-04,Suspended
CUST02751,BB00000860,Fiber 999,Fiber,200,2023-07-02,Active
CUST03289,BB00000861,Fiber 1999,Fiber,500,2023-11-23,Suspended
CUST03434,BB00000862,Fiber 1499,Fiber,300,2024-10-26,Inactive
CUST02526,BB00000863,Fiber 799,Fiber,150,2025-06-12,Active
CUST04651,BB00000864,Fiber 499,Fiber,40,2024-05-22,Active
CUST03689,BB00000865,Fiber 2499,Fiber,1000,2025-05-15,Suspended
CUST02764,BB00000866,Fiber 999,Fiber,200,2026-05-24,Suspended
CUST00803,BB00000867,Fiber 499,Fiber,40,2025-01-18,Inactive
CUST02998,BB00000868,Fiber 1499,Fiber,300,2025-01-02,Inactive
CUST02229,BB00000869,Fiber 1499,Fiber,300,2023-01-15,Inactive
CUST04786,BB00000870,Fiber 1999,Fiber,500,2021-12-09,Suspended
CUST02078,BB00000871,Fiber 1499,Fiber,300,2024-02-20,Inactive
CUST00583,BB00000872,Fiber 2499,Fiber,1000,2022-06-24,Active
CUST00204,BB00000873,Fiber 699,Fiber,100,2023-04-05,Inactive
CUST04347,BB00000874,Fiber 1499,Fiber,300,2021-12-20,Inactive
CUST03479,BB00000875,Fiber 799,Fiber,150,2021-11-08,Inactive
CUST02930,BB00000876,Fiber 799,Fiber,150,2021-10-22,Active
CUST03086,BB00000877,Fiber 999,Fiber,200,2022-02-17,Suspended
CUST01019,BB00000878,Fiber 2499,Fiber,1000,2024-12-28,Inactive
CUST01584,BB00000879,Fiber 2499,Fiber,1000,2022-11-21,Inactive
CUST01033,BB00000880,Fiber 999,Fiber,200,2022-04-21,Inactive
CUST01719,BB00000881,Fiber 799,Fiber,150,2026-06-10,Suspended
CUST01282,BB00000882,Fiber 699,Fiber,100,2026-02-13,Active
CUST02499,BB00000883,Fiber 799,Fiber,150,2022-05-20,Active
CUST03351,BB00000884,Fiber 1999,Fiber,500,2024-06-01,Active
CUST00518,BB00000885,Fiber 499,Fiber,40,2022-03-28,Inactive
CUST01748,BB00000886,Fiber 799,Fiber,150,2022-10-17,Active
CUST04653,BB00000887,Fiber 499,Fiber,40,2025-03-03,Inactive
CUST03733,BB00000888,Fiber 999,Fiber,200,2024-11-26,Suspended
CUST00669,BB00000889,Fiber 1999,Fiber,500,2022-04-04,Suspended
CUST04060,BB00000890,Fiber 499,Fiber,40,2025-10-17,Suspended
CUST03027,BB00000891,Fiber 799,Fiber,150,2022-07-29,Inactive
CUST04933,BB00000892,Fiber 999,Fiber,200,2022-04-22,Suspended
CUST03287,BB00000893,Fiber 2499,Fiber,1000,2024-06-14,Active
CUST02651,BB00000894,Fiber 999,Fiber,200,2022-12-22,Suspended
CUST04454,BB00000895,Fiber 1999,Fiber,500,2023-08-06,Active
CUST03193,BB00000896,Fiber 699,Fiber,100,2023-10-03,Active
CUST02125,BB00000897,Fiber 1999,Fiber,500,2022-05-26,Active
CUST03376,BB00000898,Fiber 799,Fiber,150,2022-06-01,Active
CUST03393,BB00000899,Fiber 699,Fiber,100,2023-08-02,Inactive
CUST03486,BB00000900,Fiber 699,Fiber,100,2021-08-17,Suspended
CUST00760,BB00000901,Fiber 2499,Fiber,1000,2025-01-14,Suspended
CUST03380,BB00000902,Fiber 699,Fiber,100,2026-02-25,Suspended
CUST04441,BB00000903,Fiber 699,Fiber,100,2022-10-20,Inactive
CUST02527,BB00000904,Fiber 2499,Fiber,1000,2025-01-08,Inactive
CUST04859,BB00000905,Fiber 1499,Fiber,300,2024-03-27,Inactive
CUST00908,BB00000906,Fiber 799,Fiber,150,2025-12-16,Inactive
CUST02684,BB00000907,Fiber 699,Fiber,100,2022-06-29,Suspended
CUST00215,BB00000908,Fiber 699,Fiber,100,2026-06-06,Inactive
CUST03332,BB00000909,Fiber 1499,Fiber,300,2026-01-23,Suspended
CUST04459,BB00000910,Fiber 1499,Fiber,300,2023-09-09,Active
CUST00694,BB00000911,Fiber 2499,Fiber,1000,2021-12-12,Inactive
CUST01504,BB00000912,Fiber 2499,Fiber,1000,2023-09-01,Suspended
CUST02415,BB00000913,Fiber 699,Fiber,100,2026-06-23,Inactive
CUST02119,BB00000914,Fiber 1499,Fiber,300,2025-01-01,Suspended
CUST03859,BB00000915,Fiber 499,Fiber,40,2026-05-13,Active
CUST02463,BB00000916,Fiber 1499,Fiber,300,2024-12-15,Active
CUST03636,BB00000917,Fiber 1499,Fiber,300,2022-06-02,Inactive
CUST04106,BB00000918,Fiber 2499,Fiber,1000,2021-10-31,Suspended
CUST04479,BB00000919,Fiber 2499,Fiber,1000,2023-10-02,Suspended
CUST00197,BB00000920,Fiber 2499,Fiber,1000,2024-03-22,Active
CUST04668,BB00000921,Fiber 799,Fiber,150,2025-08-13,Inactive
CUST01544,BB00000922,Fiber 799,Fiber,150,2025-05-23,Active
CUST01331,BB00000923,Fiber 499,Fiber,40,2022-10-27,Inactive
CUST00880,BB00000924,Fiber 499,Fiber,40,2026-05-08,Inactive
CUST04503,BB00000925,Fiber 2499,Fiber,1000,2025-08-08,Inactive
CUST03502,BB00000926,Fiber 2499,Fiber,1000,2022-01-25,Suspended
CUST03895,BB00000927,Fiber 2499,Fiber,1000,2024-03-11,Active
CUST04991,BB00000928,Fiber 1999,Fiber,500,2023-01-05,Suspended
CUST00888,BB00000929,Fiber 1499,Fiber,300,2024-11-25,Active
CUST01346,BB00000930,Fiber 799,Fiber,150,2022-12-08,Inactive
CUST00069,BB00000931,Fiber 799,Fiber,150,2024-07-11,Inactive
CUST04211,BB00000932,Fiber 1999,Fiber,500,2023-11-08,Suspended
CUST01816,BB00000933,Fiber 699,Fiber,100,2022-06-13,Inactive
CUST00569,BB00000934,Fiber 499,Fiber,40,2024-01-14,Active
CUST02168,BB00000935,Fiber 799,Fiber,150,2025-02-25,Inactive
CUST00097,BB00000936,Fiber 1499,Fiber,300,2023-08-17,Inactive
CUST04182,BB00000937,Fiber 1999,Fiber,500,2025-12-04,Suspended
CUST03354,BB00000938,Fiber 999,Fiber,200,2026-01-17,Active
CUST00140,BB00000939,Fiber 499,Fiber,40,2024-10-17,Active
CUST04955,BB00000940,Fiber 999,Fiber,200,2023-03-15,Suspended
CUST02603,BB00000941,Fiber 499,Fiber,40,2024-01-28,Inactive
CUST04024,BB00000942,Fiber 2499,Fiber,1000,2024-02-14,Suspended
CUST04773,BB00000943,Fiber 699,Fiber,100,2026-03-03,Inactive
CUST01607,BB00000944,Fiber 2499,Fiber,1000,2025-11-27,Inactive
CUST01630,BB00000945,Fiber 999,Fiber,200,2023-10-26,Inactive
CUST01540,BB00000946,Fiber 2499,Fiber,1000,2026-04-12,Inactive
CUST01695,BB00000947,Fiber 799,Fiber,150,2025-03-28,Suspended
CUST02060,BB00000948,Fiber 499,Fiber,40,2026-05-22,Suspended
CUST00464,BB00000949,Fiber 2499,Fiber,1000,2021-08-06,Active
CUST02331,BB00000950,Fiber 1999,Fiber,500,2025-09-19,Active
CUST03044,BB00000951,Fiber 1499,Fiber,300,2025-05-31,Inactive
CUST04735,BB00000952,Fiber 1999,Fiber,500,2022-12-04,Active
CUST00595,BB00000953,Fiber 2499,Fiber,1000,2024-09-10,Active
CUST03815,BB00000954,Fiber 999,Fiber,200,2025-04-14,Suspended
CUST00626,BB00000955,Fiber 699,Fiber,100,2025-06-05,Active
CUST00451,BB00000956,Fiber 1999,Fiber,500,2023-03-09,Suspended
CUST01500,BB00000957,Fiber 2499,Fiber,1000,2026-06-26,Suspended
CUST02457,BB00000958,Fiber 1499,Fiber,300,2021-11-11,Suspended
CUST04723,BB00000959,Fiber 999,Fiber,200,2022-02-23,Inactive
CUST02985,BB00000960,Fiber 999,Fiber,200,2025-12-11,Inactive
CUST01570,BB00000961,Fiber 699,Fiber,100,2024-05-14,Inactive
CUST01035,BB00000962,Fiber 799,Fiber,150,2025-11-28,Suspended
CUST03519,BB00000963,Fiber 799,Fiber,150,2025-12-18,Inactive
CUST01558,BB00000964,Fiber 1499,Fiber,300,2024-01-24,Suspended
CUST03625,BB00000965,Fiber 2499,Fiber,1000,2025-01-21,Suspended
CUST04665,BB00000966,Fiber 799,Fiber,150,2021-06-30,Suspended
CUST00151,BB00000967,Fiber 499,Fiber,40,2022-03-03,Active
CUST01421,BB00000968,Fiber 2499,Fiber,1000,2023-04-11,Inactive
CUST02012,BB00000969,Fiber 2499,Fiber,1000,2021-07-10,Active
CUST02687,BB00000970,Fiber 2499,Fiber,1000,2023-02-23,Suspended
CUST01787,BB00000971,Fiber 499,Fiber,40,2024-09-22,Inactive
CUST00089,BB00000972,Fiber 499,Fiber,40,2023-02-15,Inactive
CUST00458,BB00000973,Fiber 699,Fiber,100,2023-08-19,Suspended
CUST01306,BB00000974,Fiber 1999,Fiber,500,2025-08-21,Active
CUST02926,BB00000975,Fiber 1999,Fiber,500,2025-09-24,Suspended
CUST03271,BB00000976,Fiber 699,Fiber,100,2023-01-28,Active
CUST03228,BB00000977,Fiber 699,Fiber,100,2024-01-31,Active
CUST01989,BB00000978,Fiber 999,Fiber,200,2023-05-13,Suspended
CUST03755,BB00000979,Fiber 799,Fiber,150,2026-05-17,Active
CUST03647,BB00000980,Fiber 499,Fiber,40,2022-01-25,Inactive
CUST00832,BB00000981,Fiber 699,Fiber,100,2023-07-26,Suspended
CUST00240,BB00000982,Fiber 999,Fiber,200,2023-09-28,Suspended
CUST04682,BB00000983,Fiber 1499,Fiber,300,2021-07-24,Active
CUST03023,BB00000984,Fiber 2499,Fiber,1000,2021-10-13,Suspended
CUST03149,BB00000985,Fiber 699,Fiber,100,2024-05-14,Suspended
CUST01947,BB00000986,Fiber 499,Fiber,40,2021-11-06,Active
CUST02776,BB00000987,Fiber 799,Fiber,150,2021-11-01,Suspended
CUST00193,BB00000988,Fiber 1499,Fiber,300,2021-09-18,Suspended
CUST04850,BB00000989,Fiber 2499,Fiber,1000,2026-03-06,Inactive
CUST04940,BB00000990,Fiber 799,Fiber,150,2025-03-17,Inactive
CUST00945,BB00000991,Fiber 1499,Fiber,300,2024-03-18,Suspended
CUST01269,BB00000992,Fiber 1999,Fiber,500,2024-09-12,Active
CUST04232,BB00000993,Fiber 699,Fiber,100,2026-01-16,Suspended
CUST02308,BB00000994,Fiber 2499,Fiber,1000,2023-01-22,Inactive
CUST04425,BB00000995,Fiber 699,Fiber,100,2022-05-27,Active
CUST04712,BB00000996,Fiber 1999,Fiber,500,2023-03-17,Active
CUST02314,BB00000997,Fiber 2499,Fiber,1000,2025-08-11,Active
CUST03215,BB00000998,Fiber 699,Fiber,100,2026-01-27,Suspended
CUST02733,BB00000999,Fiber 2499,Fiber,1000,2026-01-12,Inactive
CUST01927,BB00001000,Fiber 499,Fiber,40,2023-07-25,Suspended
CUST04228,BB00001001,Fiber 1499,Fiber,300,2025-06-20,Inactive
CUST04677,BB00001002,Fiber 499,Fiber,40,2023-10-24,Suspended
CUST00801,BB00001003,Fiber 799,Fiber,150,2022-09-26,Active
CUST03672,BB00001004,Fiber 699,Fiber,100,2023-03-13,Active
CUST04194,BB00001005,Fiber 999,Fiber,200,2024-07-20,Inactive
CUST02969,BB00001006,Fiber 699,Fiber,100,2021-08-13,Inactive
CUST04794,BB00001007,Fiber 499,Fiber,40,2021-09-16,Inactive
CUST04369,BB00001008,Fiber 499,Fiber,40,2023-04-23,Inactive
CUST02777,BB00001009,Fiber 2499,Fiber,1000,2025-03-23,Suspended
CUST02971,BB00001010,Fiber 2499,Fiber,1000,2024-07-26,Suspended
CUST03868,BB00001011,Fiber 1499,Fiber,300,2021-09-27,Inactive
CUST01744,BB00001012,Fiber 1499,Fiber,300,2025-07-28,Active
CUST03949,BB00001013,Fiber 1499,Fiber,300,2023-02-08,Inactive
CUST03803,BB00001014,Fiber 699,Fiber,100,2025-06-15,Inactive
CUST02025,BB00001015,Fiber 799,Fiber,150,2022-10-08,Inactive
CUST02275,BB00001016,Fiber 499,Fiber,40,2026-06-12,Inactive
CUST00100,BB00001017,Fiber 499,Fiber,40,2024-11-18,Inactive
CUST04922,BB00001018,Fiber 1999,Fiber,500,2024-02-05,Active
CUST03408,BB00001019,Fiber 699,Fiber,100,2024-03-10,Inactive
CUST04246,BB00001020,Fiber 1499,Fiber,300,2022-01-01,Active
CUST04620,BB00001021,Fiber 799,Fiber,150,2024-06-29,Active
CUST04917,BB00001022,Fiber 699,Fiber,100,2022-02-25,Active
CUST00192,BB00001023,Fiber 2499,Fiber,1000,2022-09-09,Active
CUST04697,BB00001024,Fiber 2499,Fiber,1000,2024-07-16,Active
CUST01785,BB00001025,Fiber 699,Fiber,100,2022-07-31,Inactive
CUST01533,BB00001026,Fiber 499,Fiber,40,2023-06-16,Inactive
CUST02835,BB00001027,Fiber 799,Fiber,150,2026-06-05,Suspended
CUST04445,BB00001028,Fiber 699,Fiber,100,2022-12-26,Suspended
CUST04916,BB00001029,Fiber 2499,Fiber,1000,2022-06-06,Inactive
CUST01599,BB00001030,Fiber 1499,Fiber,300,2022-11-13,Inactive
CUST01780,BB00001031,Fiber 1999,Fiber,500,2024-06-21,Suspended
CUST04901,BB00001032,Fiber 999,Fiber,200,2024-06-02,Active
CUST02575,BB00001033,Fiber 499,Fiber,40,2023-12-23,Inactive
CUST03399,BB00001034,Fiber 2499,Fiber,1000,2022-07-17,Suspended
CUST03976,BB00001035,Fiber 1499,Fiber,300,2021-09-21,Suspended
CUST03771,BB00001036,Fiber 999,Fiber,200,2023-05-12,Active
CUST00167,BB00001037,Fiber 2499,Fiber,1000,2022-02-05,Suspended
CUST01752,BB00001038,Fiber 999,Fiber,200,2021-07-06,Suspended
CUST01480,BB00001039,Fiber 2499,Fiber,1000,2025-04-27,Suspended
CUST01025,BB00001040,Fiber 999,Fiber,200,2024-12-13,Suspended
CUST01789,BB00001041,Fiber 2499,Fiber,1000,2022-02-08,Suspended
CUST02265,BB00001042,Fiber 699,Fiber,100,2022-10-06,Suspended
CUST02474,BB00001043,Fiber 1999,Fiber,500,2021-11-11,Active
CUST01823,BB00001044,Fiber 2499,Fiber,1000,2022-03-08,Active
CUST01221,BB00001045,Fiber 499,Fiber,40,2024-07-26,Inactive
CUST01667,BB00001046,Fiber 999,Fiber,200,2023-04-30,Inactive
CUST02961,BB00001047,Fiber 2499,Fiber,1000,2024-03-20,Suspended
CUST00153,BB00001048,Fiber 499,Fiber,40,2024-08-25,Active
CUST02535,BB00001049,Fiber 799,Fiber,150,2023-01-30,Active
CUST04689,BB00001050,Fiber 699,Fiber,100,2024-02-15,Suspended
CUST01979,BB00001051,Fiber 1999,Fiber,500,2025-08-10,Active
CUST01470,BB00001052,Fiber 999,Fiber,200,2025-05-02,Inactive
CUST02808,BB00001053,Fiber 499,Fiber,40,2021-11-22,Inactive
CUST02513,BB00001054,Fiber 2499,Fiber,1000,2025-03-19,Suspended
CUST02944,BB00001055,Fiber 499,Fiber,40,2025-08-02,Inactive
CUST02981,BB00001056,Fiber 1999,Fiber,500,2023-10-01,Inactive
CUST04823,BB00001057,Fiber 499,Fiber,40,2023-03-23,Suspended
CUST03018,BB00001058,Fiber 499,Fiber,40,2022-11-19,Inactive
CUST01567,BB00001059,Fiber 499,Fiber,40,2022-03-06,Suspended
CUST00032,BB00001060,Fiber 1499,Fiber,300,2022-12-18,Active
CUST00938,BB00001061,Fiber 2499,Fiber,1000,2023-06-23,Active
CUST01216,BB00001062,Fiber 499,Fiber,40,2022-05-10,Inactive
CUST01938,BB00001063,Fiber 699,Fiber,100,2022-11-30,Active
CUST01130,BB00001064,Fiber 2499,Fiber,1000,2024-08-18,Inactive
CUST00310,BB00001065,Fiber 2499,Fiber,1000,2024-10-14,Active
CUST04902,BB00001066,Fiber 499,Fiber,40,2026-04-12,Inactive
CUST02169,BB00001067,Fiber 499,Fiber,40,2025-03-15,Suspended
CUST03114,BB00001068,Fiber 1499,Fiber,300,2024-01-09,Suspended
CUST00496,BB00001069,Fiber 1999,Fiber,500,2025-04-06,Suspended
CUST00206,BB00001070,Fiber 499,Fiber,40,2026-06-26,Suspended
CUST02674,BB00001071,Fiber 699,Fiber,100,2024-04-25,Inactive
CUST03358,BB00001072,Fiber 799,Fiber,150,2023-12-13,Active
CUST03831,BB00001073,Fiber 2499,Fiber,1000,2024-03-27,Inactive
CUST00306,BB00001074,Fiber 999,Fiber,200,2023-04-10,Active
CUST03794,BB00001075,Fiber 1999,Fiber,500,2022-08-10,Active
CUST02202,BB00001076,Fiber 699,Fiber,100,2025-12-30,Active
CUST01062,BB00001077,Fiber 799,Fiber,150,2025-03-23,Suspended
CUST00844,BB00001078,Fiber 499,Fiber,40,2024-11-19,Inactive
CUST03873,BB00001079,Fiber 499,Fiber,40,2026-05-22,Inactive
CUST02252,BB00001080,Fiber 999,Fiber,200,2024-01-18,Active
CUST00212,BB00001081,Fiber 2499,Fiber,1000,2025-10-25,Inactive
CUST03998,BB00001082,Fiber 499,Fiber,40,2021-11-14,Active
CUST00680,BB00001083,Fiber 699,Fiber,100,2022-11-22,Active
CUST00566,BB00001084,Fiber 1499,Fiber,300,2023-08-14,Inactive
CUST03291,BB00001085,Fiber 999,Fiber,200,2024-03-13,Active
CUST04355,BB00001086,Fiber 799,Fiber,150,2023-01-20,Inactive
CUST00681,BB00001087,Fiber 1999,Fiber,500,2026-04-11,Active
CUST00181,BB00001088,Fiber 1499,Fiber,300,2024-03-05,Active
CUST04280,BB00001089,Fiber 499,Fiber,40,2024-03-08,Active
CUST02496,BB00001090,Fiber 699,Fiber,100,2023-04-30,Active
CUST02317,BB00001091,Fiber 2499,Fiber,1000,2025-05-14,Inactive
CUST04274,BB00001092,Fiber 699,Fiber,100,2021-08-08,Active
CUST00279,BB00001093,Fiber 699,Fiber,100,2021-08-28,Suspended
CUST03684,BB00001094,Fiber 999,Fiber,200,2022-07-22,Inactive
CUST04763,BB00001095,Fiber 2499,Fiber,1000,2026-05-19,Suspended
CUST00433,BB00001096,Fiber 499,Fiber,40,2026-01-20,Inactive
CUST00290,BB00001097,Fiber 1499,Fiber,300,2025-09-02,Active
CUST01028,BB00001098,Fiber 499,Fiber,40,2024-12-26,Active
CUST00536,BB00001099,Fiber 499,Fiber,40,2022-11-23,Inactive
CUST03632,BB00001100,Fiber 1999,Fiber,500,2024-08-25,Inactive
CUST00189,BB00001101,Fiber 799,Fiber,150,2026-06-27,Suspended
CUST02175,BB00001102,Fiber 699,Fiber,100,2022-09-26,Active
